	og_sentence	label	aug_sentence
4106	How many miles of corridors are in The Pentagon ?	5	What is the total length of corridors within The Pentagon?
4107	How do you find the area of a circle ?	1	What is the method for calculating the area of a circle?
4108	What U.S. state includes the San Juan Islands ?	4	Which U.S. state encompasses the San Juan Islands?
4109	What do the red-and-white stripes on a barbershop pole stand for ?	1	What is the significance of the red-and-white stripes on a barbershop pole?
4110	How deep is a fathom ?	5	What is the measurement of depth referred to as a fathom?
4111	What was the `` Dead Man 's Hand '' ?	1	"What is the significance of the term ""Dead Man's Hand""?"
4112	What was Fred Astaire 's dancing partner 's name ?	3	What was the name of Fred Astaire's dance partner?
4113	How do I find a web address for a company ?	1	How can I locate a company's website address?
4114	What is the highest number of home runs on record for any one game ?	5	What is the highest number of home runs recorded in a single game?
4115	What are some of Australia 's native flora ?	2	Which native plant species can be found in Australia?
4116	What heavyweight boxer was known as The Wild Bull of the Pampas ?	3	Which heavyweight boxer was famously known as The Wild Bull of the Pampas?
4117	How many quarts of whole milk is needed to make one pound of butter ?	5	How many quarts of whole milk are required to produce one pound of butter?
4118	What London street claims to be the world center for men 's tailoring ?	4	Which street in London claims to be the global hub for men's tailoring?
4119	How old is the universe ?	5	What is the estimated age of the universe?
4120	When does the Bible say the seasons started ?	5	According to the Bible, when were the seasons said to have commenced?
4121	What animal has been called The Poor Man 's Cow ?	2	"Which animal has earned the nickname ""The Poor Man's Cow""?"
4122	What bordering country is due north of Costa Rica ?	4	Which neighboring country lies directly north of Costa Rica?
4123	What Morris West novel deals with Russian bishop who becomes Pope ?	2	Which novel by Morris West revolves around a Russian bishop who becomes Pope?
4124	The Olympic Games in which year allowed Nadia Comaneci to become popular ?	5	In which year did Nadia Comaneci gain popularity through her participation in the Olympic Games?
4125	What soft drink held a national flavor poll in 1967 ?	2	Which soft drink conducted a national flavor survey in 1967?
4126	Colin Powell is famous for what ?	1	What is Colin Powell renowned for?
4127	The Jewish alphabet is known as what ?	2	What is the name given to the alphabet used in Judaism?
4128	What is a fear of home surroundings ?	2	How would you define a fear of one's home environment?
4129	What is a specimen of basidiomycetes ?	1	What is an example of a basidiomycetes specimen?
4130	What is the capital of California ?	4	Which city serves as the capital of California?
4131	What country comes last in an alphabetical list ?	4	Which country occupies the last position in an alphabetical listing?
4132	What are faults in the earth 's crust ?	1	What do faults in the Earth's crust represent?
4133	What was an `` Asiento '' ?	1	"What does the term ""Asiento"" refer to?"
4134	What kind of greeting is appropriate to send on Yom Kippur ?	1	What type of greeting is considered appropriate to send on Yom Kippur?
4135	How hot should the oven be when baking Peachy Oat Muffins ?	5	What is the recommended oven temperature for baking Peachy Oat Muffins?
4136	What is dextropropoxyphen napsylate ?	1	What is the composition or nature of dextropropoxyphene napsylate?
4137	What Don McLean song laments the day Buddy Holly died ?	2	Which Don McLean song mourns the day of Buddy Holly's death?
4138	What is Srpska Krajina ?	1	What is the significance or definition of Srpska Krajina?
4139	How was the Kennedy money made ?	1	How did the Kennedy family accumulate their wealth?
4140	What country is the worlds leading supplier of cannabis ?	4	Which country holds the position as the primary global provider of cannabis?
4141	What was the orca 's name that died of a fungal infection at Sea World ?	2	What was the name of the orca that passed away from a fungal infection at Sea World?
4142	Who is the President of Pergament ?	3	Who currently holds the presidency at Pergament?
4143	What city is the Kentucky Horse Park near ?	4	In close proximity to which city is the Kentucky Horse Park located?
4144	What does Esa-Pekka Salonen look like ?	1	How would you describe the appearance of Esa-Pekka Salonen?
4145	What cereal goes `` snap , crackle , pop '' ?	2	"Which cereal is famously associated with the phrase ""snap, crackle, pop""?"
4146	How did water appear on the earth ?	1	What is the origin of water on Earth?
4147	What does Robert mean ?	1	What is the significance or meaning behind the name Robert?
4148	How do anti-locking brakes work ?	1	How do anti-lock brakes operate?
4149	What colors is magenta made of ?	2	Which colors are combined to create the hue of magenta?
4150	How does the chain of command work inside an US army Apache helicopter ?	1	How is the chain of command structured within a US Army Apache helicopter?
4151	Which medium is Hamblen the first singing cowboy in ?	2	In which entertainment medium did Hamblen gain recognition as the first singing cowboy?
4152	What is the name of Jamiroquai new album ?	2	What is the title of Jamiroquai's latest album?
4153	What is a hormone ?	1	How would you define a hormone?
4154	What American naval officer broke Japan 's isolationist policy in 1853 ?	3	Which American naval officer played a role in breaking Japan's isolationist policy in 1853?
4155	What is fellatio ?	1	What is the meaning or definition of fellatio?
4156	What characteristics contribute to its `` intelligence '' ?	1	"Which qualities contribute to its perceived ""intelligence""?"
4157	What significant battle was fought in Belgium in 1815 ?	2	Which significant battle took place in Belgium in 1815?
4158	Which police department made the all-time biggest cocaine bust in Ventura County ?	3	Which police department executed the largest cocaine seizure in Ventura County's history?
4159	Who gave us the `` Rolling Writer '' ?	3	"Who introduced the invention known as the ""Rolling Writer""?"
4160	How were the days of the week named ?	1	What is the origin or history behind the names of the days of the week?
4161	What 1965 film had Jack Lemmon portraying a cartoonist ?	2	In which 1965 film did Jack Lemmon portray a cartoonist?
4162	What 's the traditional drink at the Kentucky Derby ?	2	What is the traditional beverage associated with the Kentucky Derby?
4163	Who is the head of the World Bank ?	3	Who currently holds the position of the head of the World Bank?
4164	Why do some jets have a vapor trail , and others do not ?	1	What causes some jets to leave a visible vapor trail while others do not?
4165	What is a fear of childbirth ?	2	What term describes a fear or phobia of childbirth?
4166	What species was Winnie the Pooh ?	2	What classification or species does Winnie the Pooh belong to?
4167	How much calcium should an adult female have daily ?	5	What is the recommended daily calcium intake for adult females?
4168	What is the most popular last name ?	3	Which last name is the most commonly found or widely used?
4169	Who moderated the first Kennedy-Nixon TV debate ?	3	Who served as the moderator for the initial Kennedy-Nixon television debate?
4170	Who portrayed George M. Cohan in 1942 's Yankee Doodle Dandy ?	3	In the 1942 film Yankee Doodle Dandy, which actor portrayed the character of George M. Cohan?
4171	What is the S&P 500 used for ?	1	What is the purpose or function of the S&amp;P 500?
4172	What does `` Philebus-like '' mean ?	1	"What is the meaning of the phrase ""Philebus-like""?"
4173	When was Nostradamus born ?	5	During which year was Nostradamus born?
