	og_sentence	label	aug_sentence
6792	it may not be a great piece of filmmaking , but its power comes from its soul 's - eye view of how well-meaning patronizing masked a social injustice , at least as represented by this case .	1	While it may not be a masterpiece in terms of filmmaking, its strength lies in its perspective on how well-intentioned condescension can mask social injustice, particularly in this case.
6793	the only thing that distinguishes a randall wallace film from any other is the fact that there is nothing distinguishing in a randall wallace film .	0	The only thing that sets apart a Randall Wallace film from others is the absence of anything distinctive.
6794	contains all the substance of a twinkie -- easy to swallow , but scarcely nourishing .	0	It lacks substance, much like a Twinkie - easy to consume but lacking in nourishment.
6795	cremaster 3 is at once a tough pill to swallow and a minor miracle of self-expression .	1	Cremaster 3 is both challenging to digest and a remarkable expression of self.
6796	ver wiel 's desperate attempt at wit is lost , leaving the character of critical jim two-dimensional and pointless .	0	Ver Wiel's attempt at humor falls flat, rendering the character of Critical Jim two-dimensional and pointless.
6797	instead of hitting the audience over the head with a moral , schrader relies on subtle ironies and visual devices to convey point of view .	1	Instead of overtly delivering a moral message, Schrader relies on subtle ironies and visual techniques to convey a point of view.
6798	a sustained fest of self-congratulation between actor and director that leaves scant place for the viewer .	0	It's an extended display of self-congratulation between the actor and director, leaving little room for the viewer.
6799	a lame romantic comedy about an unsympathetic character and someone who would not likely be so stupid as to get involved with her .	0	It's a weak romantic comedy featuring an unsympathetic protagonist and a partner who would unlikely be foolish enough to get involved with her.
6800	a much more successful translation than its most famous previous film adaptation , writer-director anthony friedman 's similarly updated 1970 british production .	1	This film adaptation is much more successful than the previous well-known version from 1970, which was also updated by writer-director Anthony Friedman.
6801	hugh grant 's act is so consuming that sometimes it 's difficult to tell who the other actors in the movie are .	1	Hugh Grant's performance is so captivating that it can be challenging to identify the other actors in the movie.
6802	mendes still does n't quite know how to fill a frame .	0	Mendes still struggles to effectively utilize the entire frame of the film.
6803	but darned if it does n't also keep us riveted to our seats .	1	Surprisingly, it manages to keep us engaged and glued to our seats.
6804	such an incomprehensible mess that it feels less like bad cinema than like being stuck in a dark pit having a nightmare about bad cinema .	0	It's such a chaotic and incomprehensible mess that it goes beyond being simply bad cinema and feels like a nightmare about bad cinema.
6805	there 's too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present .	0	This movie is wildly inconsistent, with excessive forced drama, focusing on a young man's struggle with his past, uncertain future, and unfulfilling present.
6806	to call this film a lump of coal would only be to flatter it .	0	Describing this film as a lump of coal would be giving it more credit than it deserves.
6807	all of the filmmakers ' calculations ca n't rescue brown sugar from the curse of blandness .	0	Despite the filmmakers' efforts, Brown Sugar fails to escape the curse of being bland.
6808	intriguing and stylish .	1	It's an intriguing and stylish film.
6809	a few nonbelievers may rethink their attitudes when they see the joy the characters take in this creed , but skeptics are n't likely to enter the theater .	1	While some nonbelievers may reconsider their opinions when they witness the joy portrayed by the characters, skeptics are unlikely to be convinced by simply watching the film.
6810	mostly , shafer and co-writer gregory hinton lack a strong-minded viewpoint , or a sense of humor .	0	Shafer and co-writer Gregory Hinton lack a strong perspective or a comedic touch for the most part.
6811	it should be interesting , it should be poignant , it turns out to be affected and boring .	0	What was expected to be an interesting and poignant experience turns out to be contrived and dull.
6812	when it 's not wallowing in hormonal melodrama , `` real women have curves '' is a sweet , honest , and enjoyable comedy-drama about a young woman who wants many things in life , but fears she 'll become her mother before she gets to fulfill her dreams .	1	"""Real Women Have Curves"" is a heartwarming and relatable comedy-drama that delves into the life of a young woman who has multiple aspirations but fears turning into her mother before achieving her dreams, except when it indulges in excessive hormonal melodrama."
6813	cold , nervy and memorable .	1	It's a chilling, daring, and unforgettable experience.
6814	first-timer john mckay is never able to pull it back on course .	0	Unfortunately, first-time director John McKay fails to steer it back on track.
